uid	:ID	identifier:string	name:string	:LABEL
1942	DB00190	DB00190	Carbidopa	Compound
1943	GO:0034599	GO:0034599	cellular response to oxidative stress	Biological Process
1944	UBERON:0001616	UBERON:0001616	maxillary artery	Anatomy
1945	GO:0030658	GO:0030658	transport vesicle membrane	Cellular Component
1946	401097	401097	C3orf80	Gene
1947	GO:0097107	GO:0097107	postsynaptic density assembly	Biological Process
1948	PC7_1658	PC7_1658	Androgen biosynthesis	Pathway
1949	HP:0009468	HP:0009468	Deviation of the 2nd finger	Symptom
1950	GO:0004576	GO:0004576	oligosaccharyl transferase activity	Molecular Function
1951	HP:0011987	HP:0011987	Ectopic ossification in muscle tissue	Symptom
1952	GO:0030091	GO:0030091	protein repair	Biological Process
1953	5158	5158	PDE6B	Gene
1954	GO:0033092	GO:0033092	positive regulation of immature T cell proliferation in thymus	Biological Process
1955	ORPHA:268758	ORPHA:268758	Lumbosacral spina bifida cystica	Disease
1956	C0155320	C0155320	Blindness cortical	Side Effect
1957	2550	2550	GABBR1	Gene
1958	161436	161436	EML5	Gene
1959	C0019163	C0019163	Hepatitis B	Side Effect
1960	ORPHA:93207	ORPHA:93207	Idiopathic steroid-sensitive nephrotic syndrome with minimal change	Disease
1961	53373	53373	TPCN1	Gene
1962	GO:0043103	GO:0043103	hypoxanthine salvage	Biological Process
1963	C0521170	C0521170	Osteoporotic fracture	Side Effect
1964	219793	219793	TBATA	Gene
1965	C1302752	C1302752	Abrasion NOS	Side Effect
1966	GO:2000345	GO:2000345	regulation of hepatocyte proliferation	Biological Process
1967	GO:0042473	GO:0042473	outer ear morphogenesis	Biological Process
1968	27180	27180	SIGLEC9	Gene
1969	55258	55258	THNSL2	Gene
1970	C0948586	C0948586	Protein urine present	Side Effect
1971	HP:0002136	HP:0002136	Broad-based gait	Symptom
1972	9443	9443	MED7	Gene
1973	GO:0048144	GO:0048144	fibroblast proliferation	Biological Process
1974	23412	23412	COMMD3	Gene
1975	HP:0100799	HP:0100799	Neoplasm of the middle ear	Symptom
1976	7173	7173	TPO	Gene
1977	WP127_r78498	WP127_r78498	IL-5 Signaling Pathway	Pathway
1978	57402	57402	S100A14	Gene
1979	ORPHA:1551	ORPHA:1551	Familial benign copper deficiency	Disease
1980	PC7_7421	PC7_7421	Sema3A PAK dependent Axon repulsion	Pathway
1981	390191	390191	OR5B12	Gene
1982	4706	4706	NDUFAB1	Gene
1983	GO:0007638	GO:0007638	mechanosensory behavior	Biological Process
1984	C0151891	C0151891	Retinal depigmentation	Side Effect
1985	ORPHA:1473	ORPHA:1473	Uveal coloboma-cleft lip and palate-intellectual disability	Disease
1986	HP:0005640	HP:0005640	Abnormal vertebral segmentation and fusion	Symptom
1987	GO:0006627	GO:0006627	protein processing involved in protein targeting to mitochondrion	Biological Process
1988	56159	56159	TEX11	Gene
1989	GO:0006098	GO:0006098	pentose-phosphate shunt	Biological Process
1990	HP:0001029	HP:0001029	Poikiloderma	Symptom
1991	GO:0043950	GO:0043950	positive regulation of cAMP-mediated signaling	Biological Process
1992	GO:0032984	GO:0032984	macromolecular complex disassembly	Biological Process
1993	GO:0016502	GO:0016502	nucleotide receptor activity	Molecular Function
1994	3727	3727	JUND	Gene
1995	54550	54550	NECAB2	Gene
1996	140856	140856	SCP2D1	Gene
1997	ORPHA:98984	ORPHA:98984	Pulverulent cataract	Disease
1998	GO:0006004	GO:0006004	fucose metabolic process	Biological Process
1999	HP:0045026	HP:0045026	Abnormality of the mediastinum	Symptom
2000	C0677865	C0677865	Brain stem glioma	Side Effect
2001	GO:0018352	GO:0018352	protein-pyridoxal-5-phosphate linkage	Biological Process
2002	C0231688	C0231688	Gait shuffling	Side Effect
2003	6721	6721	SREBF2	Gene
2004	25890	25890	ABI3BP	Gene
2005	GO:0045074	GO:0045074	regulation of interleukin-10 biosynthetic process	Biological Process
2006	HP:0002140	HP:0002140	Ischemic stroke	Symptom
2007	84311	84311	MRPL45	Gene
2008	6019	6019	RLN2	Gene
2009	HP:0003752	HP:0003752	Episodic flaccid weakness	Symptom
2010	51096	51096	UTP18	Gene
2011	GO:0015928	GO:0015928	fucosidase activity	Molecular Function
2012	HP:0005039	HP:0005039	Multiple long-bone exostoses	Symptom
2013	5947	5947	RBP1	Gene
2014	ORPHA:1812	ORPHA:1812	Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome	Disease
2015	C0020550	C0020550	Hyperthyroidism	Side Effect
2016	ORPHA:158668	ORPHA:158668	Epidermolysis bullosa simplex due to plakophilin deficiency	Disease
2017	HP:0004926	HP:0004926	Orthostatic hypotension due to autonomic dysfunction	Symptom
2018	GO:0009166	GO:0009166	nucleotide catabolic process	Biological Process
2019	3275	3275	PRMT2	Gene
2020	10814	10814	CPLX2	Gene
2021	GO:1990698	GO:1990698	palmitoleoyltransferase activity	Molecular Function
2022	HP:0012107	HP:0012107	Increased fibular diameter	Symptom
2023	GO:0072272	GO:0072272	proximal/distal pattern formation involved in metanephric nephron development	Biological Process
2024	GO:0060296	GO:0060296	regulation of cilium beat frequency involved in ciliary motility	Biological Process
2025	WP34_r72115	WP34_r72115	Ovarian Infertility Genes	Pathway
2026	131616	131616	TMEM42	Gene
2027	8603	8603	FAM193A	Gene
2028	51426	51426	POLK	Gene
2029	100996693	100996693	LOC100996693	Gene
2030	10224	10224	ZNF443	Gene
2031	PC7_5051	PC7_5051	MAP kinase activation in TLR cascade	Pathway
2032	DB00243	DB00243	Ranolazine	Compound
2033	GO:0031414	GO:0031414	N-terminal protein acetyltransferase complex	Cellular Component
2034	ORPHA:251061	ORPHA:251061	7q31 microdeletion syndrome	Disease
2035	ORPHA:3419	ORPHA:3419	Van Regemorter-Pierquin-Vamos syndrome	Disease
2036	DB00321	DB00321	Amitriptyline	Compound
2037	PC7_1555	PC7_1555	Activation, translocation and oligomerization of BAX	Pathway
2038	5495	5495	PPM1B	Gene
2039	HP:0002494	HP:0002494	Abnormal rapid eye movement sleep	Symptom
2040	GO:0097341	GO:0097341	zymogen inhibition	Biological Process
2041	56113	56113	PCDHGA2	Gene
2042	D009207	D009207	Myoclonus	Symptom
2043	GO:0031125	GO:0031125	rRNA 3'-end processing	Biological Process
2044	GO:0051283	GO:0051283	negative regulation of sequestering of calcium ion	Biological Process
2045	105369241	105369241	LOC105369241	Gene
2046	2567	2567	GABRG3	Gene
2047	10362	10362	HMG20B	Gene
2048	93035	93035	PKHD1L1	Gene
2049	GO:0034034	GO:0034034	purine nucleoside bisphosphate catabolic process	Biological Process
2050	412	412	STS	Gene
2051	GO:0004365	GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	Molecular Function
2052	GO:0005315	GO:0005315	inorganic phosphate transmembrane transporter activity	Molecular Function
2053	285590	285590	SH3PXD2B	Gene
2054	DB01147	DB01147	Cloxacillin	Compound
2055	2041	2041	EPHA1	Gene
2056	9516	9516	LITAF	Gene
2057	148327	148327	CREB3L4	Gene
2058	HP:0005793	HP:0005793	Shortening of all distal phalanges of the toes	Symptom
2059	GO:0035591	GO:0035591	signaling adaptor activity	Molecular Function
2060	GO:0072554	GO:0072554	blood vessel lumenization	Biological Process
2061	GO:0071949	GO:0071949	FAD binding	Molecular Function
2062	GO:0061178	GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus	Biological Process
2063	GO:0047750	GO:0047750	cholestenol delta-isomerase activity	Molecular Function
2064	GO:0051481	GO:0051481	negative regulation of cytosolic calcium ion concentration	Biological Process
2065	100128517	100128517	LOC100128517	Gene
2066	136371	136371	ASB10	Gene
2067	HP:0005474	HP:0005474	Decreased calvarial ossification	Symptom
2068	55661	55661	DDX27	Gene
2069	C0423006	C0423006	Eye discharge	Side Effect
2070	ORPHA:284426	ORPHA:284426	Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency	Disease
2071	63916	63916	ELMO2	Gene
2072	GO:0032309	GO:0032309	icosanoid secretion	Biological Process
2073	HP:0001022	HP:0001022	Albinism	Symptom
2074	GO:0006102	GO:0006102	isocitrate metabolic process	Biological Process
2075	2115	2115	ETV1	Gene
2076	GO:0050658	GO:0050658	RNA transport	Biological Process
2077	DOID:1909	DOID:1909	melanoma	Disease
2078	WP311_r68921	WP311_r68921	Synthesis and Degradation of Ketone Bodies	Pathway
2079	UBERON:0001650	UBERON:0001650	hypoglossal nerve	Anatomy
2080	HP:0004322	HP:0004322	Short stature	Symptom
2081	4056	4056	LTC4S	Gene
2082	GO:0046467	GO:0046467	membrane lipid biosynthetic process	Biological Process
2083	GO:0060450	GO:0060450	positive regulation of hindgut contraction	Biological Process
2084	54823	54823	SWT1	Gene
2085	HP:0004303	HP:0004303	Abnormality of muscle fibers	Symptom
2086	C1268766	C1268766	Change in blood pressure	Side Effect
2087	ORPHA:93608	ORPHA:93608	Autosomal dominant distal renal tubular acidosis	Disease
2088	GO:0065002	GO:0065002	intracellular protein transmembrane transport	Biological Process
2089	GO:0046822	GO:0046822	regulation of nucleocytoplasmic transport	Biological Process
2090	C0555970	C0555970	Nose infection NOS	Side Effect
2091	GO:0072503	GO:0072503	cellular divalent inorganic cation homeostasis	Biological Process
2092	C0948991	C0948991	Injection site discolouration	Side Effect
2093	HP:0012118	HP:0012118	Laryngeal carcinoma	Symptom
2094	130399	130399	ACVR1C	Gene
2095	7314	7314	UBB	Gene
2096	26227	26227	PHGDH	Gene
2097	D012877	D012877	Skin Manifestations	Symptom
2098	GO:0009179	GO:0009179	purine ribonucleoside diphosphate metabolic process	Biological Process
2099	GO:0071461	GO:0071461	cellular response to redox state	Biological Process
2100	112398	112398	EGLN2	Gene
2101	105370945	105370945	LOC105370945	Gene
2102	653505	653505	PPIAL4A	Gene
2103	55815	55815	TSNAXIP1	Gene
2104	GO:0001812	GO:0001812	positive regulation of type I hypersensitivity	Biological Process
2105	7188	7188	TRAF5	Gene
2106	GO:0043545	GO:0043545	molybdopterin cofactor metabolic process	Biological Process
2107	100132932	100132932	FAM197Y9	Gene
2108	C1112209	C1112209	Abdominal infection	Side Effect
2109	ORPHA:1705	ORPHA:1705	Distal trisomy 14q	Disease
2110	GO:0009637	GO:0009637	response to blue light	Biological Process
2111	114798	114798	SLITRK1	Gene
2112	DB08815	DB08815	Lurasidone	Compound
2113	GO:0051371	GO:0051371	muscle alpha-actinin binding	Molecular Function
2114	81788	81788	NUAK2	Gene
2115	GO:0035613	GO:0035613	RNA stem-loop binding	Molecular Function
2116	124222	124222	PAQR4	Gene
2117	881	881	CCIN	Gene
2118	GO:0042759	GO:0042759	long-chain fatty acid biosynthetic process	Biological Process
2119	GO:0010574	GO:0010574	regulation of vascular endothelial growth factor production	Biological Process
2120	ORPHA:476119	ORPHA:476119	Autosomal dominant preaxial polydactyly-upperback hypertrichosis syndrome	Disease
2121	GO:0031084	GO:0031084	BLOC-2 complex	Cellular Component
2122	51507	51507	RTFDC1	Gene
2123	79577	79577	CDC73	Gene
2124	HP:0001075	HP:0001075	Atrophic scars	Symptom
2125	6862	6862	T	Gene
2126	GO:0032077	GO:0032077	positive regulation of deoxyribonuclease activity	Biological Process
2127	26031	26031	OSBPL3	Gene
2128	ORPHA:93283	ORPHA:93283	Spondyloepiphyseal dysplasia, Kimberley type	Disease
2129	GO:0061428	GO:0061428	negative regulation of transcription from RNA polymerase II promoter in response to hypoxia	Biological Process
2130	84444	84444	DOT1L	Gene
2131	4139	4139	MARK1	Gene
2132	ORPHA:3460	ORPHA:3460	Torg-Winchester syndrome	Disease
2133	440498	440498	HSBP1L1	Gene
2134	ORPHA:98960	ORPHA:98960	Thiel-Behnke corneal dystrophy	Disease
2135	PC7_6916	PC7_6916	Regulation of p38-alpha and p38-beta	Pathway
2136	GO:0032609	GO:0032609	interferon-gamma production	Biological Process
2137	6016	6016	RIT1	Gene
2138	203111	203111	ERICH5	Gene
2139	441871	441871	PRAMEF7	Gene
2140	GO:0030659	GO:0030659	cytoplasmic vesicle membrane	Cellular Component
2141	83606	83606	GUCD1	Gene
2142	388381	388381	C17orf98	Gene
2143	HP:0100651	HP:0100651	Type I diabetes mellitus	Symptom
2144	10891	10891	PPARGC1A	Gene
2145	DOID:216	DOID:216	dental caries	Disease
2146	342909	342909	ZNF284	Gene
2147	C0020162	C0020162	Humerus fracture	Side Effect
2148	ORPHA:255138	ORPHA:255138	Pyruvate dehydrogenase E1-beta deficiency	Disease
2149	23216	23216	TBC1D1	Gene
2150	685	685	BTC	Gene
2151	8416	8416	ANXA9	Gene
2152	C0854286	C0854286	Eyelid function disorder	Side Effect
2153	GO:0003190	GO:0003190	atrioventricular valve formation	Biological Process
2154	10691	10691	GMEB1	Gene
2155	GO:0035264	GO:0035264	multicellular organism growth	Biological Process
2156	GO:0019369	GO:0019369	arachidonic acid metabolic process	Biological Process
2157	ORPHA:137678	ORPHA:137678	Czech dysplasia, metatarsal type	Disease
2158	GO:0071391	GO:0071391	cellular response to estrogen stimulus	Biological Process
2159	6154	6154	RPL26	Gene
2160	9853	9853	RUSC2	Gene
2161	GO:1900825	GO:1900825	regulation of membrane depolarization during cardiac muscle cell action potential	Biological Process
2162	HP:0002059	HP:0002059	Cerebral atrophy	Symptom
2163	GO:0032212	GO:0032212	positive regulation of telomere maintenance via telomerase	Biological Process
2164	57663	57663	USP29	Gene
2165	7783	7783	ZP2	Gene
2166	23309	23309	SIN3B	Gene
2167	GO:0071896	GO:0071896	protein localization to adherens junction	Biological Process
2168	65999	65999	LRRC61	Gene
2169	85365	85365	ALG2	Gene
2170	GO:0070101	GO:0070101	positive regulation of chemokine-mediated signaling pathway	Biological Process
2171	56254	56254	RNF20	Gene
2172	GO:0019509	GO:0019509	L-methionine biosynthetic process from methylthioadenosine	Biological Process
2173	GO:0044342	GO:0044342	type B pancreatic cell proliferation	Biological Process
2174	GO:0035771	GO:0035771	interleukin-4-mediated signaling pathway	Biological Process
2175	HP:0100585	HP:0100585	Telangiectasia of the skin	Symptom
2176	HP:0001804	HP:0001804	Hypoplastic fingernail	Symptom
2177	PC7_6000	PC7_6000	O-linked glycosylation	Pathway
2178	2700	2700	GJA3	Gene
2179	10439	10439	OLFM1	Gene
2180	90594	90594	ZNF439	Gene
2181	PC7_5984	PC7_5984	NrCAM interactions	Pathway
2182	C0853193	C0853193	Bipolar I disorder	Side Effect
2183	GO:0086103	GO:0086103	G-protein coupled receptor signaling pathway involved in heart process	Biological Process
2184	ORPHA:356961	ORPHA:356961	SLC35A2-CDG	Disease
2185	142940	142940	TRUB1	Gene
2186	GO:0006544	GO:0006544	glycine metabolic process	Biological Process
2187	55152	55152	DALRD3	Gene
2188	C0008513	C0008513	Chorioretinitis	Side Effect
2189	1606	1606	DGKA	Gene
2190	9657	9657	IQCB1	Gene
2191	2153	2153	F5	Gene
2192	C0751955	C0751955	Brain infarction	Side Effect
2193	GO:0006353	GO:0006353	DNA-templated transcription, termination	Biological Process
2194	PC7_8429	PC7_8429	Tristetraprolin (TTP) destabilizes mRNA	Pathway
2195	7587	7587	ZNF37A	Gene
2196	146198	146198	ZFP90	Gene
2197	GO:0035651	GO:0035651	AP-3 adaptor complex binding	Molecular Function
2198	HP:0000972	HP:0000972	Palmoplantar hyperkeratosis	Symptom
2199	57060	57060	PCBP4	Gene
2200	9659	9659	PDE4DIP	Gene
2201	DB00287	DB00287	Travoprost	Compound
2202	GO:0007620	GO:0007620	copulation	Biological Process
2203	4920	4920	ROR2	Gene
2204	55802	55802	DCP1A	Gene
2205	9218	9218	VAPA	Gene
2206	ORPHA:96125	ORPHA:96125	Distal monosomy 6p	Disease
2207	ORPHA:2785	ORPHA:2785	Osteopetrosis with renal tubular acidosis	Disease
2208	387733	387733	IFITM5	Gene
2209	2248	2248	FGF3	Gene
2210	57175	57175	CORO1B	Gene
2211	128506	128506	OCSTAMP	Gene
2212	92126	92126	DSEL	Gene
2213	ORPHA:2959	ORPHA:2959	Progeria-short stature-pigmented nevi syndrome	Disease
2214	3621	3621	ING1	Gene
2215	150483	150483	TEKT4	Gene
2216	HP:0100534	HP:0100534	Episcleritis	Symptom
2217	54956	54956	PARP16	Gene
2218	221120	221120	ALKBH3	Gene
2219	GO:1901538	GO:1901538	changes to DNA methylation involved in embryo development	Biological Process
2220	C0747979	C0747979	Increased prolactin level	Side Effect
2221	256764	256764	WDR72	Gene
2222	PC7_7707	PC7_7707	Sumoylation by RanBP2 regulates transcriptional repression	Pathway
2223	1410	1410	CRYAB	Gene
2224	9205	9205	ZMYM5	Gene
2225	GO:0071676	GO:0071676	negative regulation of mononuclear cell migration	Biological Process
2226	DB00806	DB00806	Pentoxifylline	Compound
2227	HP:0040196	HP:0040196	Mild microcephaly	Symptom
2228	140453	140453	MUC17	Gene
2229	79850	79850	FAM57A	Gene
2230	122481	122481	AK7	Gene
2231	6943	6943	TCF21	Gene
2232	284805	284805	C20orf203	Gene
2233	80351	80351	TNKS2	Gene
2234	ORPHA:3452	ORPHA:3452	Whipple disease	Disease
2235	ORPHA:100069	ORPHA:100069	Semantic dementia	Disease
2236	84717	84717	HDGFRP2	Gene
2237	GO:0071476	GO:0071476	cellular hypotonic response	Biological Process
2238	D002832	D002832	Choroid Hemorrhage	Symptom
2239	C0235295	C0235295	Abdominal distress	Side Effect
2240	GO:1903826	GO:1903826	arginine transmembrane transport	Biological Process
2241	HP:0004576	HP:0004576	Sclerotic vertebral endplates	Symptom
2242	C0406650	C0406650	Linear IgA disease	Side Effect
2243	GO:0009880	GO:0009880	embryonic pattern specification	Biological Process
2244	PC7_2622	PC7_2622	Class C/3 (Metabotropic glutamate/pheromone receptors)	Pathway
2245	GO:0035634	GO:0035634	response to stilbenoid	Biological Process
2246	56979	56979	PRDM9	Gene
2247	64710	64710	NUCKS1	Gene
2248	GO:0031128	GO:0031128	developmental induction	Biological Process
2249	83879	83879	CDCA7	Gene
2250	22994	22994	CEP131	Gene
2251	3169	3169	FOXA1	Gene
2252	54504	54504	CPVL	Gene
2253	89953	89953	KLC4	Gene
2254	HP:0012060	HP:0012060	Acral lentiginous melanoma	Symptom
2255	1022	1022	CDK7	Gene
2256	8497	8497	PPFIA4	Gene
2257	79142	79142	PHF23	Gene
2258	ORPHA:34217	ORPHA:34217	Naxos disease	Disease
2259	C0030593	C0030593	Pars planitis	Side Effect
2260	6491	6491	STIL	Gene
2261	GO:0015250	GO:0015250	water channel activity	Molecular Function
2262	DB00654	DB00654	Latanoprost	Compound
2263	PC7_4693	PC7_4693	Inactivation, recovery and regulation of the phototransduction cascade	Pathway
2264	HP:0006476	HP:0006476	Abnormality of the pancreatic islet cells	Symptom
2265	105370378	105370378	LOC105370378	Gene
2266	147179	147179	WIPF2	Gene
2267	23646	23646	PLD3	Gene
2268	57156	57156	TMEM63C	Gene
2269	GO:0014916	GO:0014916	regulation of lung blood pressure	Biological Process
2270	58533	58533	SNX6	Gene
2271	HP:0012211	HP:0012211	Abnormal renal physiology	Symptom
2272	5645	5645	PRSS2	Gene
2273	144448	144448	TSPAN19	Gene
2274	ORPHA:50943	ORPHA:50943	Keratolytic winter erythema	Disease
2275	C0920157	C0920157	Mesenteric ischemia	Side Effect
2276	UBERON:0001296	UBERON:0001296	myometrium	Anatomy
2277	3037	3037	HAS2	Gene
2278	10512	10512	SEMA3C	Gene
2279	GO:0070862	GO:0070862	negative regulation of protein exit from endoplasmic reticulum	Biological Process
2280	GO:0048712	GO:0048712	negative regulation of astrocyte differentiation	Biological Process
2281	GO:0070914	GO:0070914	UV-damage excision repair	Biological Process
2282	GO:0002335	GO:0002335	mature B cell differentiation	Biological Process
2283	PC7_5273	PC7_5273	Meiotic synapsis	Pathway
2284	GO:0032554	GO:0032554	purine deoxyribonucleotide binding	Molecular Function
2285	314	314	AOC2	Gene
2286	GO:0047045	GO:0047045	testosterone 17-beta-dehydrogenase (NADP+) activity	Molecular Function
2287	158747	158747	MOSPD2	Gene
2288	GO:0045779	GO:0045779	negative regulation of bone resorption	Biological Process
2289	100507203	100507203	SMLR1	Gene
2290	6295	6295	SAG	Gene
2291	PC7_8444	PC7_8444	Type I hemidesmosome assembly	Pathway
2292	3674	3674	ITGA2B	Gene
2293	55363	55363	HEMGN	Gene
2294	C0024904	C0024904	Mastoiditis	Side Effect
2295	PC7_1103	PC7_1103	ALK1 pathway	Pathway
2296	337970	337970	KRTAP19-3	Gene
2297	7916	7916	PRRC2A	Gene
2298	1513	1513	CTSK	Gene
2299	23450	23450	SF3B3	Gene
2300	GO:0017046	GO:0017046	peptide hormone binding	Molecular Function
2301	ORPHA:139396	ORPHA:139396	X-linked cerebral adrenoleukodystrophy	Disease
2302	339855	339855	KY	Gene
2303	85442	85442	KNDC1	Gene
2304	GO:0016081	GO:0016081	synaptic vesicle docking	Biological Process
2305	C0406479	C0406479	Steroid acne	Side Effect
2306	5193	5193	PEX12	Gene
2307	55819	55819	RNF130	Gene
2308	C0553576	C0553576	Systemic mycosis	Side Effect
2309	DB00445	DB00445	Epirubicin	Compound
2310	ORPHA:100976	ORPHA:100976	Bathing suit ichthyosis	Disease
2311	105376678	105376678	LOC105376678	Gene
2312	2329	2329	FMO4	Gene
2313	ORPHA:363444	ORPHA:363444	THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome	Disease
2314	HP:0004491	HP:0004491	Large posterior fontanelle	Symptom
2315	53344	53344	CHIC1	Gene
2316	80705	80705	TSGA10	Gene
2317	GO:0032259	GO:0032259	methylation	Biological Process
2318	GO:0035371	GO:0035371	microtubule plus-end	Cellular Component
2319	3958	3958	LGALS3	Gene
2320	ORPHA:228012	ORPHA:228012	Progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome	Disease
2321	55293	55293	UEVLD	Gene
2322	5081	5081	PAX7	Gene
2323	C1096668	C1096668	Instillation site irritation	Side Effect
2324	653464	653464	SRGAP2C	Gene
2325	1747	1747	DLX3	Gene
2326	3808	3808	KIR2DS3	Gene
2327	100132476	100132476	KRTAP4-7	Gene
2328	84878	84878	ZBTB45	Gene
2329	GO:0048306	GO:0048306	calcium-dependent protein binding	Molecular Function
2330	22998	22998	LIMCH1	Gene
2331	HP:0007207	HP:0007207	Photosensitive tonic-clonic seizures	Symptom
2332	ORPHA:252202	ORPHA:252202	Constitutional mismatch repair deficiency syndrome	Disease
2333	339403	339403	RXFP4	Gene
2334	84798	84798	C19orf48	Gene
2335	GO:0048521	GO:0048521	negative regulation of behavior	Biological Process
2336	GO:0050775	GO:0050775	positive regulation of dendrite morphogenesis	Biological Process
2337	55367	55367	PIDD1	Gene
2338	C0012813	C0012813	Diverticulitis	Side Effect
2339	C0235287	C0235287	Dysosmia	Side Effect
2340	GO:0097053	GO:0097053	L-kynurenine catabolic process	Biological Process
2341	GO:0044346	GO:0044346	fibroblast apoptotic process	Biological Process
2342	GO:0060564	GO:0060564	negative regulation of APC-Cdc20 complex activity	Biological Process
2343	91687	91687	CENPL	Gene
2344	C0435002	C0435002	Ligament sprain	Side Effect
2345	ORPHA:262	ORPHA:262	Duchenne and Becker muscular dystrophy	Disease
2346	3762	3762	KCNJ5	Gene
2347	C0428977	C0428977	Bradycardia	Side Effect
2348	GO:0072208	GO:0072208	metanephric smooth muscle tissue development	Biological Process
2349	54585	54585	LZTFL1	Gene
2350	GO:0043649	GO:0043649	dicarboxylic acid catabolic process	Biological Process
2351	GO:0003175	GO:0003175	tricuspid valve development	Biological Process
2352	C0151892	C0151892	Retinal pigmentation	Side Effect
2353	1039	1039	CDR2	Gene
2354	C0235827	C0235827	Therapeutic response decreased	Side Effect
2355	HP:0006579	HP:0006579	Prolonged neonatal jaundice	Symptom
2356	C0022408	C0022408	Arthropathy	Side Effect
2357	C0159039	C0159039	Spontaneous bruising	Side Effect
2358	GO:0034162	GO:0034162	toll-like receptor 9 signaling pathway	Biological Process
2359	C2712871	C2712871	Gout attack	Side Effect
2360	C0877322	C0877322	Muscle tightness	Side Effect
2361	ORPHA:96123	ORPHA:96123	Monosomy 22	Disease
2362	ORPHA:177904	ORPHA:177904	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	Disease
2363	PC7_5045	PC7_5045	Lysine catabolism	Pathway
2364	WP357_r70641	WP357_r70641	Fatty Acid Biosynthesis	Pathway
2365	25925	25925	ZNF521	Gene
2366	C0235972	C0235972	Retinal deposits	Side Effect
2367	GO:0009265	GO:0009265	2'-deoxyribonucleotide biosynthetic process	Biological Process
2368	PC7_3901	PC7_3901	Fertilization	Pathway
2369	HP:0001802	HP:0001802	Absent toenail	Symptom
2370	GO:0031989	GO:0031989	bombesin receptor signaling pathway	Biological Process
2371	GO:0045180	GO:0045180	basal cortex	Cellular Component
2372	286063	286063	LOC286063	Gene
2373	102723422	102723422	LOC102723422	Gene
2374	51075	51075	TMX2	Gene
2375	729756	729756	PRSS44	Gene
2376	GO:0000217	GO:0000217	DNA secondary structure binding	Molecular Function
2377	3227	3227	HOXC11	Gene
2378	7015	7015	TERT	Gene
2379	5982	5982	RFC2	Gene
2380	GO:0035637	GO:0035637	multicellular organismal signaling	Biological Process
2381	GO:0042596	GO:0042596	fear response	Biological Process
2382	GO:1990604	GO:1990604	IRE1-TRAF2-ASK1 complex	Cellular Component
2383	GO:2000424	GO:2000424	positive regulation of eosinophil chemotaxis	Biological Process
2384	GO:0002888	GO:0002888	positive regulation of myeloid leukocyte mediated immunity	Biological Process
2385	3310	3310	HSPA6	Gene
2386	10785	10785	WDR4	Gene
2387	160492	160492	LMNTD1	Gene
2388	200931	200931	SLC51A	Gene
2389	81494	81494	CFHR5	Gene
2390	123920	123920	CMTM3	Gene
2391	587	587	BCAT2	Gene
2392	8638	8638	OASL	Gene
2393	GO:0032589	GO:0032589	neuron projection membrane	Cellular Component
2394	GO:0016701	GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	Molecular Function
2395	51205	51205	ACP6	Gene
2396	GO:1904729	GO:1904729	regulation of intestinal lipid absorption	Biological Process
2397	GO:0016581	GO:0016581	NuRD complex	Cellular Component
2398	HP:0002191	HP:0002191	Progressive spasticity	Symptom
2399	GO:0030641	GO:0030641	regulation of cellular pH	Biological Process
2400	6560	6560	SLC12A4	Gene
2401	10011	10011	SRA1	Gene
2402	GO:0046855	GO:0046855	inositol phosphate dephosphorylation	Biological Process
2403	C0853011	C0853011	Diabetic hyperglycaemic coma	Side Effect
2404	D013494	D013494	Supranuclear Palsy, Progressive	Symptom
2405	GO:0051920	GO:0051920	peroxiredoxin activity	Molecular Function
2406	5786	5786	PTPRA	Gene
2407	C0549376	C0549376	Plasma osmolality decreased	Side Effect
2408	GO:0017101	GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	Cellular Component
2409	ORPHA:254531	ORPHA:254531	Paternal 14q32.2 hypomethylation syndrome	Disease
2410	HP:0012443	HP:0012443	Abnormality of brain morphology	Symptom
2411	ORPHA:445038	ORPHA:445038	3-methylglutaconic aciduria type 7	Disease
2412	PC7_2170	PC7_2170	C-MYB transcription factor network	Pathway
2413	GO:0014028	GO:0014028	notochord formation	Biological Process
2414	10653	10653	SPINT2	Gene
2415	GO:0048073	GO:0048073	regulation of eye pigmentation	Biological Process
2416	GO:0031254	GO:0031254	cell trailing edge	Cellular Component
2417	ORPHA:231160	ORPHA:231160	Familial cerebral saccular aneurysm	Disease
2418	GO:0030157	GO:0030157	pancreatic juice secretion	Biological Process
2419	GO:0016604	GO:0016604	nuclear body	Cellular Component
2420	391	391	RHOG	Gene
2421	HP:0012143	HP:0012143	Abnormality of cells of the megakaryocyte lineage	Symptom
2422	N0000178477	N0000178477	Decreased Blood Pressure	Pharmacologic Class
2423	HP:0001349	HP:0001349	Facial diplegia	Symptom
2424	GO:0072178	GO:0072178	nephric duct morphogenesis	Biological Process
2425	PC7_5517	PC7_5517	Mitochondrial protein import	Pathway
2426	DB06262	DB06262	Droxidopa	Compound
