:ID,identifier:string,name:string,:LABEL
GO:0051028,GO:0051028,"mRNA transport",Biological Process
79068,79068,"FTO",Gene
51302,51302,"CYP39A1",Gene
D016534,D016534,"Cardiac Output, High",Symptom
8431,8431,"NR0B2",Gene
676,676,"BRDT",Gene
103,103,"ADAR",Gene
D020250,D020250,"Postoperative Nausea and Vomiting",Symptom
DB00830,DB00830,"Phenmetrazine",Compound
10818,10818,"FRS2",Gene
GO:0045897,GO:0045897,"positive regulation of transcription during mitosis",Biological Process
388564,388564,"TMEM238",Gene
GO:0035494,GO:0035494,"SNARE complex disassembly",Biological Process
83549,83549,"UCK1",Gene
DB00227,DB00227,"Lovastatin",Compound
GO:2000253,GO:2000253,"positive regulation of feeding behavior",Biological Process
283685,283685,"GOLGA6L2",Gene
5967,5967,"REG1A",Gene
GO:0006409,GO:0006409,"tRNA export from nucleus",Biological Process
GO:0072070,GO:0072070,"loop of Henle development",Biological Process
C0677500,C0677500,"Stinging",Side Effect
23205,23205,"ACSBG1",Gene
GO:1903969,GO:1903969,"regulation of response to macrophage colony-stimulating factor",Biological Process
WP1589_r82223,WP1589_r82223,"Folate-Alcohol and Cancer Pathway",Pathway
105378559,105378559,"LOC105378559",Gene
GO:0004983,GO:0004983,"neuropeptide Y receptor activity",Molecular Function
26022,26022,"TMEM98",Gene
GO:0040023,GO:0040023,"establishment of nucleus localization",Biological Process
6789,6789,"STK4",Gene
C0281940,C0281940,"Pelvic peritonitis",Side Effect
DB09009,DB09009,"Articaine",Compound
DB00906,DB00906,"Tiagabine",Compound
147670,147670,"SMIM17",Gene
8867,8867,"SYNJ1",Gene
1144,1144,"CHRND",Gene
GO:0060775,GO:0060775,"planar cell polarity pathway involved in gastrula mediolateral intercalation",Biological Process
100506388,100506388,"LOC100506388",Gene
89790,89790,"SIGLEC10",Gene
C0859871,C0859871,"Stinging of nose",Side Effect
100289097,100289097,"LOC100289097",Gene
11270,11270,"NRM",Gene
342510,342510,"CD300E",Gene
57037,57037,"ANKMY2",Gene
GO:0033198,GO:0033198,"response to ATP",Biological Process
GO:0048066,GO:0048066,"developmental pigmentation",Biological Process
285423,285423,"LOC285423",Gene
440957,440957,"SMIM4",Gene
170954,170954,"PPP1R18",Gene
GO:0032104,GO:0032104,"regulation of response to extracellular stimulus",Biological Process
4838,4838,"NODAL",Gene
390323,390323,"OR6C75",Gene
C0427160,C0427160,"Parkinsonian gait",Side Effect
GO:0033170,GO:0033170,"protein-DNA loading ATPase activity",Molecular Function
157562,157562,"LOC157562",Gene
22839,22839,"DLGAP4",Gene
DOID:8778,DOID:8778,"Crohn's disease",Disease
7257,7257,"TSNAX",Gene
GO:0009154,GO:0009154,"purine ribonucleotide catabolic process",Biological Process
GO:0043420,GO:0043420,"anthranilate metabolic process",Biological Process
GO:1902566,GO:1902566,"regulation of eosinophil activation",Biological Process
9319,9319,"TRIP13",Gene
GO:0005874,GO:0005874,"microtubule",Cellular Component
GO:0090131,GO:0090131,"mesenchyme migration",Biological Process
DB01463,DB01463,"Fencamfamine",Compound
GO:0010032,GO:0010032,"meiotic chromosome condensation",Biological Process
55086,55086,"CXorf57",Gene
GO:0004857,GO:0004857,"enzyme inhibitor activity",Molecular Function
3991,3991,"LIPE",Gene
GO:0019605,GO:0019605,"butyrate metabolic process",Biological Process
GO:0019184,GO:0019184,"nonribosomal peptide biosynthetic process",Biological Process
GO:0007283,GO:0007283,"spermatogenesis",Biological Process
GO:0086004,GO:0086004,"regulation of cardiac muscle cell contraction",Biological Process
C0038506,C0038506,"Stuttering",Side Effect
GO:0000323,GO:0000323,"lytic vacuole",Cellular Component
2314,2314,"FLII",Gene
GO:0015672,GO:0015672,"monovalent inorganic cation transport",Biological Process
135398,135398,"C6orf141",Gene
55908,55908,"C19orf80",Gene
5306,5306,"PITPNA",Gene
GO:0070837,GO:0070837,"dehydroascorbic acid transport",Biological Process
574431,574431,"C1orf147",Gene
140831,140831,"ZSWIM3",Gene
23179,23179,"RGL1",Gene
7709,7709,"ZBTB17",Gene
GO:1904455,GO:1904455,"ubiquitin-specific protease activity involved in negative regulation of ERAD pathway",Molecular Function
C2748540,C2748540,"Mucosal bleeding",Side Effect
GO:0014003,GO:0014003,"oligodendrocyte development",Biological Process
GO:2000471,GO:2000471,"regulation of hematopoietic stem cell migration",Biological Process
GO:0006904,GO:0006904,"vesicle docking involved in exocytosis",Biological Process
GO:0002183,GO:0002183,"cytoplasmic translational initiation",Biological Process
9787,9787,"DLGAP5",Gene
GO:0044316,GO:0044316,"cone cell pedicle",Cellular Component
260429,260429,"PRSS33",Gene
GO:0046449,GO:0046449,"creatinine metabolic process",Biological Process
363,363,"AQP6",Gene
GO:0086091,GO:0086091,"regulation of heart rate by cardiac conduction",Biological Process
53829,53829,"P2RY13",Gene
10609,10609,"P3H4",Gene
2766,2766,"GMPR",Gene
GO:0001991,GO:0001991,"regulation of systemic arterial blood pressure by circulatory renin-angiotensin",Biological Process
DOID:9008,DOID:9008,"psoriatic arthritis",Disease
GO:0006817,GO:0006817,"phosphate ion transport",Biological Process
GO:1901298,GO:1901298,"regulation of hydrogen peroxide-mediated programmed cell death",Biological Process
613211,613211,"DEFB134",Gene
28959,28959,"TMEM176B",Gene
81168,81168,"OR8J3",Gene
GO:0032276,GO:0032276,"regulation of gonadotropin secretion",Biological Process
C1142492,C1142492,"Postinfarction angina",Side Effect
C0235287,C0235287,"Dysosmia",Side Effect
DB01375,DB01375,"Dihydroxyaluminium",Compound
84058,84058,"WDR54",Gene
10239,10239,"AP3S2",Gene
GO:0071712,GO:0071712,"ER-associated misfolded protein catabolic process",Biological Process
79175,79175,"ZNF343",Gene
GO:0044665,GO:0044665,"MLL1/2 complex",Cellular Component
GO:0060666,GO:0060666,"dichotomous subdivision of terminal units involved in salivary gland branching",Biological Process
GO:0006953,GO:0006953,"acute-phase response",Biological Process
C0235117,C0235117,"Withdrawal emotional",Side Effect
GO:0072545,GO:0072545,"tyrosine binding",Molecular Function
GO:0001865,GO:0001865,"NK T cell differentiation",Biological Process
GO:0005761,GO:0005761,"mitochondrial ribosome",Cellular Component
11061,11061,"LECT1",Gene
3202,3202,"HOXA5",Gene
GO:0090316,GO:0090316,"positive regulation of intracellular protein transport",Biological Process
83648,83648,"FAM167A",Gene
GO:0035087,GO:0035087,"siRNA loading onto RISC involved in RNA interference",Biological Process
C0282193,C0282193,"Iron overload",Side Effect
GO:0070266,GO:0070266,"necroptotic process",Biological Process
51031,51031,"GLOD4",Gene
162998,162998,"OR7D2",Gene
GO:0055093,GO:0055093,"response to hyperoxia",Biological Process
4501,4501,"MT1X",Gene
105370943,105370943,"LOC105370943",Gene
C0427008,C0427008,"Stiffness",Side Effect
GO:0019885,GO:0019885,"antigen processing and presentation of endogenous peptide antigen via MHC class I",Biological Process
GO:0033695,GO:0033695,"oxidoreductase activity, acting on CH or CH2 groups, quinone or similar compound as acceptor",Molecular Function
26153,26153,"KIF26A",Gene
149478,149478,"BTBD19",Gene
DB01098,DB01098,"Rosuvastatin",Compound
6920,6920,"TCEA3",Gene
GO:0043492,GO:0043492,"ATPase activity, coupled to movement of substances",Molecular Function
GO:0048592,GO:0048592,"eye morphogenesis",Biological Process
C2004521,C2004521,"Anaemia vitamin B12 deficiency",Side Effect
79643,79643,"CHMP6",Gene
2850,2850,"GPR27",Gene
GO:0043198,GO:0043198,"dendritic shaft",Cellular Component
54749,54749,"EPDR1",Gene
158055,158055,"C9orf163",Gene
GO:0002349,GO:0002349,"histamine production involved in inflammatory response",Biological Process
3654,3654,"IRAK1",Gene
GO:0051220,GO:0051220,"cytoplasmic sequestering of protein",Biological Process
GO:0035498,GO:0035498,"carnosine metabolic process",Biological Process
C0003742,C0003742,"Arcus senilis",Side Effect
GO:1904903,GO:1904903,"ESCRT III complex disassembly",Biological Process
UBERON:0002282,UBERON:0002282,"stria vascularis of cochlear duct",Anatomy
GO:0002537,GO:0002537,"nitric oxide production involved in inflammatory response",Biological Process
4969,4969,"OGN",Gene
84946,84946,"LTV1",Gene
57649,57649,"PHF12",Gene
7372,7372,"UMPS",Gene
GO:0047751,GO:0047751,"cholestenone 5-alpha-reductase activity",Molecular Function
9450,9450,"LY86",Gene
GO:0097442,GO:0097442,"CA3 pyramidal cell dendrite",Cellular Component
375686,375686,"SPATC1",Gene
DB00832,DB00832,"Phensuximide",Compound
26,26,"AOC1",Gene
GO:0044550,GO:0044550,"secondary metabolite biosynthetic process",Biological Process
GO:0031763,GO:0031763,"galanin receptor binding",Molecular Function
DB01437,DB01437,"Glutethimide",Compound
10272,10272,"FSTL3",Gene
2557,2557,"GABRA4",Gene
387914,387914,"SHISA2",Gene
DB01053,DB01053,"Benzylpenicillin",Compound
GO:0032190,GO:0032190,"acrosin binding",Molecular Function
GO:0050931,GO:0050931,"pigment cell differentiation",Biological Process
203068,203068,"TUBB",Gene
93145,93145,"OLFM2",Gene
64137,64137,"ABCG4",Gene
C0159039,C0159039,"Spontaneous bruising",Side Effect
GO:0006398,GO:0006398,"mRNA 3'-end processing by stem-loop binding and cleavage",Biological Process
105376824,105376824,"LOC105376824",Gene
401024,401024,"FSIP2",Gene
127069,127069,"OR2T10",Gene
GO:0097028,GO:0097028,"dendritic cell differentiation",Biological Process
PC7_4628,PC7_4628,"IL5-mediated signaling events",Pathway
9902,9902,"MRC2",Gene
6267,6267,"S11",Gene
DB00231,DB00231,"Temazepam",Compound
C0853289,C0853289,"Blood bilirubin normal",Side Effect
UBERON:0000975,UBERON:0000975,"sternum",Anatomy
GO:0019074,GO:0019074,"viral RNA genome packaging",Biological Process
8193,8193,"DPF1",Gene
478,478,"ATP1A3",Gene
100131755,100131755,"ARMCX4",Gene
116064,116064,"LRRC58",Gene
GO:0004944,GO:0004944,"C5a anaphylatoxin receptor activity",Molecular Function
5764,5764,"PTN",Gene
C0405580,C0405580,"Adrenal cortical hypofunction",Side Effect
542767,542767,"C1QTNF9B-AS1",Gene
10724,10724,"MGEA5",Gene
2993,2993,"GYPA",Gene
118491,118491,"CFAP70",Gene
83447,83447,"SLC25A31",Gene
29058,29058,"TMEM230",Gene
DB00404,DB00404,"Alprazolam",Compound
GO:0000939,GO:0000939,"condensed chromosome inner kinetochore",Cellular Component
GO:0051560,GO:0051560,"mitochondrial calcium ion homeostasis",Biological Process
GO:0044800,GO:0044800,"multi-organism membrane fusion",Biological Process
389649,389649,"C8orf86",Gene
GO:1900169,GO:1900169,"regulation of glucocorticoid mediated signaling pathway",Biological Process
441925,441925,"BECN2",Gene
C0580413,C0580413,"Prothrombin time shortened",Side Effect
GO:0019103,GO:0019103,"pyrimidine nucleotide binding",Molecular Function
25816,25816,"TNFAIP8",Gene
C0240972,C0240972,"Scrotal erythema",Side Effect
C1321581,C1321581,"Bezoar",Side Effect
GO:1903593,GO:1903593,"regulation of histamine secretion by mast cell",Biological Process
51548,51548,"SIRT6",Gene
8645,8645,"KCNK5",Gene
914,914,"CD2",Gene
GO:0002335,GO:0002335,"mature B cell differentiation",Biological Process
PC7_1860,PC7_1860,"Autointegration results in viral DNA circles",Pathway
GO:0015165,GO:0015165,"pyrimidine nucleotide-sugar transmembrane transporter activity",Molecular Function
DB00831,DB00831,"Trifluoperazine",Compound
GO:0099516,GO:0099516,"ion antiporter activity",Molecular Function
GO:0017060,GO:0017060,"3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase activity",Molecular Function
C0948873,C0948873,"Flu symptoms",Side Effect
3445,3445,"IFNA8",Gene
GO:0070682,GO:0070682,"proteasome regulatory particle assembly",Biological Process
GO:0045110,GO:0045110,"intermediate filament bundle assembly",Biological Process
91646,91646,"TDRD12",Gene
83787,83787,"ARMC10",Gene
80128,80128,"TRIM46",Gene
64682,64682,"ANAPC1",Gene
56935,56935,"SMCO4",Gene
127540,127540,"HMGB4",Gene
GO:2001186,GO:2001186,"negative regulation of CD8-positive, alpha-beta T cell activation",Biological Process
94033,94033,"FTMT",Gene
DB08877,DB08877,"Ruxolitinib",Compound
51162,51162,"EGFL7",Gene
8460,8460,"TPST1",Gene
155382,155382,"VPS37D",Gene
C0240735,C0240735,"Personality change",Side Effect
4632,4632,"MYL1",Gene
GO:0004165,GO:0004165,"dodecenoyl-CoA delta-isomerase activity",Molecular Function
GO:0030120,GO:0030120,"vesicle coat",Cellular Component
374655,374655,"ZNF710",Gene
GO:0043546,GO:0043546,"molybdopterin cofactor binding",Molecular Function
26268,26268,"FBXO9",Gene
7155,7155,"TOP2B",Gene
102724708,102724708,"LOC102724708",Gene
79758,79758,"DHRS12",Gene
GO:0048646,GO:0048646,"anatomical structure formation involved in morphogenesis",Biological Process
C0157733,C0157733,"Abnormalities of the hair",Side Effect
9113,9113,"LATS1",Gene
1366,1366,"CLDN7",Gene
54848,54848,"ARHGEF38",Gene
C2242575,C2242575,"Compulsive shopping",Side Effect
3785,3785,"KCNQ2",Gene
GO:0070666,GO:0070666,"regulation of mast cell proliferation",Biological Process
GO:0031034,GO:0031034,"myosin filament assembly",Biological Process
GO:2001106,GO:2001106,"regulation of Rho guanyl-nucleotide exchange factor activity",Biological Process
29978,29978,"UBQLN2",Gene
2220,2220,"FCN2",Gene
6610,6610,"SMPD2",Gene
GO:0009067,GO:0009067,"aspartate family amino acid biosynthetic process",Biological Process
GO:0032446,GO:0032446,"protein modification by small protein conjugation",Biological Process
C0277589,C0277589,"Found dead (cause undetermined)",Side Effect
UBERON:0001673,UBERON:0001673,"central retinal vein",Anatomy
GO:0019783,GO:0019783,"ubiquitin-like protein-specific protease activity",Molecular Function
143879,143879,"KBTBD3",Gene
5084,5084,"PBG1",Gene
N0000008053,N0000008053,"Sulfones",Pharmacologic Class
C0160390,C0160390,"Liver injury",Side Effect
23085,23085,"ERC1",Gene
C0007222,C0007222,"Cardiovascular disorder",Side Effect
400823,400823,"FAM177B",Gene
GO:1904292,GO:1904292,"regulation of ERAD pathway",Biological Process
C0423282,C0423282,"Anterior chamber cell",Side Effect
1834,1834,"DSPP",Gene
C0232492,C0232492,"Abdominal pain upper",Side Effect
GO:0072178,GO:0072178,"nephric duct morphogenesis",Biological Process
141,141,"ADPRH",Gene
GO:1902116,GO:1902116,"negative regulation of organelle assembly",Biological Process
GO:0046519,GO:0046519,"sphingoid metabolic process",Biological Process
728661,728661,"SLC35E2B",Gene
161502,161502,"C15orf26",Gene
10411,10411,"RAPGEF3",Gene
GO:2000095,GO:2000095,"regulation of Wnt signaling pathway, planar cell polarity pathway",Biological Process
6660,6660,"SOX5",Gene
129401,129401,"NUP35",Gene
63877,63877,"FAM204A",Gene
56146,56146,"PCDHA2",Gene
DB00383,DB00383,"Oxyphencyclimine",Compound
283150,283150,"FOXR1",Gene
144347,144347,"FAM101A",Gene
5520,5520,"PPP2R2A",Gene
101927260,101927260,"LOC101927260",Gene
C1112341,C1112341,"Connective tissue inflammation",Side Effect
50485,50485,"SMARCAL1",Gene
23521,23521,"RPL13A",Gene
GO:0004464,GO:0004464,"leukotriene-C4 synthase activity",Molecular Function
GO:0038028,GO:0038028,"insulin receptor signaling pathway via phosphatidylinositol 3-kinase",Biological Process
C0021294,C0021294,"Premature baby",Side Effect
GO:1990050,GO:1990050,"phosphatidic acid transporter activity",Molecular Function
C0435002,C0435002,"Ligament sprain",Side Effect
10001,10001,"MED6",Gene
6382,6382,"SDC1",Gene
GO:0015727,GO:0015727,"lactate transport",Biological Process
GO:0072207,GO:0072207,"metanephric epithelium development",Biological Process
GO:0003241,GO:0003241,"growth involved in heart morphogenesis",Biological Process
79097,79097,"TRIM48",Gene
51203,51203,"NUSAP1",Gene
8436,8436,"SDPR",Gene
577,577,"ADGRB3",Gene
DB00885,DB00885,"Pemirolast",Compound
GO:0032493,GO:0032493,"response to bacterial lipoprotein",Biological Process
GO:0072015,GO:0072015,"glomerular visceral epithelial cell development",Biological Process
10863,10863,"ADAM28",Gene
3108,3108,"HLA-DMA",Gene
54439,54439,"RBM27",Gene
6734,6734,"SRPR",Gene
79927,79927,"FAM110D",Gene
DB01025,DB01025,"Amlexanox",Compound
5972,5972,"REN",Gene
GO:0010669,GO:0010669,"epithelial structure maintenance",Biological Process
GO:0051817,GO:0051817,"modification of morphology or physiology of other organism involved in symbiotic interaction",Biological Process
GO:0046100,GO:0046100,"hypoxanthine metabolic process",Biological Process
GO:1900242,GO:1900242,"regulation of synaptic vesicle endocytosis",Biological Process
GO:0035925,GO:0035925,"mRNA 3'-UTR AU-rich region binding",Molecular Function
4303,4303,"FOXO4",Gene
105370705,105370705,"LOC105370705",Gene
GO:0048617,GO:0048617,"embryonic foregut morphogenesis",Biological Process
25923,25923,"ATL3",Gene
GO:0018904,GO:0018904,"ether metabolic process",Biological Process
6818,6818,"SULT1A3",Gene
654463,654463,"FER1L6",Gene
GO:0005581,GO:0005581,"collagen trimer",Cellular Component
649238,649238,"LOC649238",Gene
51655,51655,"RASD1",Gene
147699,147699,"PPM1N",Gene
401992,401992,"OR2T2",Gene
1029,1029,"CDKN2A",Gene
GO:0051097,GO:0051097,"negative regulation of helicase activity",Biological Process
3576,3576,"CXCL8",Gene
C0009377,C0009377,"Colonic pseudo-obstruction",Side Effect
GO:1904636,GO:1904636,"response to ionomycin",Biological Process
80267,80267,"EDEM3",Gene
GO:0038091,GO:0038091,"positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway",Biological Process
GO:0033148,GO:0033148,"positive regulation of intracellular estrogen receptor signaling pathway",Biological Process
GO:0048541,GO:0048541,"Peyer's patch development",Biological Process
GO:1903027,GO:1903027,"regulation of opsonization",Biological Process
GO:0001832,GO:0001832,"blastocyst growth",Biological Process
WP229_r68389,WP229_r68389,"Irinotecan Pathway",Pathway
GO:0042149,GO:0042149,"cellular response to glucose starvation",Biological Process
2746,2746,"GLUD1",Gene
4739,4739,"NEDD9",Gene
100529240,100529240,"ZNF816-ZNF321P",Gene
126767,126767,"AADACL3",Gene
57451,57451,"TENM2",Gene
GO:0043259,GO:0043259,"laminin-10 complex",Cellular Component
GO:0044829,GO:0044829,"positive regulation by host of viral genome replication",Biological Process
7270,7270,"TTF1",Gene
253832,253832,"ZDHHC20",Gene
2734,2734,"GLG1",Gene
GO:0016998,GO:0016998,"cell wall macromolecule catabolic process",Biological Process
GO:0001635,GO:0001635,"calcitonin gene-related peptide receptor activity",Molecular Function
GO:0071827,GO:0071827,"plasma lipoprotein particle organization",Biological Process
9228,9228,"DLGAP2",Gene
1497,1497,"CTNS",Gene
GO:0035634,GO:0035634,"response to stilbenoid",Biological Process
GO:0010803,GO:0010803,"regulation of tumor necrosis factor-mediated signaling pathway",Biological Process
101928991,101928991,"LOC101928991",Gene
201633,201633,"TIGIT",Gene
54987,54987,"C1orf123",Gene
27229,27229,"TUBGCP4",Gene
GO:0019210,GO:0019210,"kinase inhibitor activity",Molecular Function
727866,727866,"FAM156B",Gene
100316904,100316904,"SAP25",Gene
C0152517,C0152517,"Viral diarrhoea",Side Effect
GO:0046148,GO:0046148,"pigment biosynthetic process",Biological Process
GO:0071682,GO:0071682,"endocytic vesicle lumen",Cellular Component
GO:0048149,GO:0048149,"behavioral response to ethanol",Biological Process
1131,1131,"CHRM3",Gene
GO:0044773,GO:0044773,"mitotic DNA damage checkpoint",Biological Process
GO:0032725,GO:0032725,"positive regulation of granulocyte macrophage colony-stimulating factor production",Biological Process
GO:0030853,GO:0030853,"negative regulation of granulocyte differentiation",Biological Process
GO:0031748,GO:0031748,"D1 dopamine receptor binding",Molecular Function
GO:1904019,GO:1904019,"epithelial cell apoptotic process",Biological Process
136263,136263,"SSMEM1",Gene
105379356,105379356,"LOC105379356",Gene
GO:0014826,GO:0014826,"vein smooth muscle contraction",Biological Process
GO:0015819,GO:0015819,"lysine transport",Biological Process
GO:0035539,GO:0035539,"8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity",Molecular Function
GO:0031077,GO:0031077,"post-embryonic camera-type eye development",Biological Process
GO:0014900,GO:0014900,"muscle hyperplasia",Biological Process
7738,7738,"ZNF184",Gene
C0578050,C0578050,"Lymph node pain",Side Effect
256130,256130,"TMEM196",Gene
199221,199221,"DZIP1L",Gene
C0033046,C0033046,"Premenstrual syndrome",Side Effect
1949,1949,"EFNB3",Gene
GO:0008020,GO:0008020,"G-protein coupled photoreceptor activity",Molecular Function
GO:0032554,GO:0032554,"purine deoxyribonucleotide binding",Molecular Function
GO:0003310,GO:0003310,"pancreatic A cell differentiation",Biological Process
368,368,"ABCC6",Gene
7020,7020,"TFAP2A",Gene
GO:0033563,GO:0033563,"dorsal/ventral axon guidance",Biological Process
GO:0060271,GO:0060271,"cilium morphogenesis",Biological Process
GO:2001188,GO:2001188,"regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell",Biological Process
GO:0070199,GO:0070199,"establishment of protein localization to chromosome",Biological Process
PC7_4336,PC7_4336,"HDMs demethylate histones",Pathway
10690,10690,"FUT9",Gene
10526,10526,"IPO8",Gene
GO:0042285,GO:0042285,"xylosyltransferase activity",Molecular Function
PC7_6393,PC7_6393,"Peptide chain elongation",Pathway
353116,353116,"RILPL1",Gene
GO:0051340,GO:0051340,"regulation of ligase activity",Biological Process
56261,56261,"GPCPD1",Gene
GO:0030235,GO:0030235,"nitric-oxide synthase regulator activity",Molecular Function
GO:0060993,GO:0060993,"kidney morphogenesis",Biological Process
283377,283377,"SPRYD4",Gene
C0854146,C0854146,"Blood test abnormal",Side Effect
D012892,D012892,"Sleep Deprivation",Symptom
GO:0000054,GO:0000054,"ribosomal subunit export from nucleus",Biological Process
50616,50616,"IL22",Gene
PC7_3664,PC7_3664,"Endogenous sterols",Pathway
170825,170825,"GSX2",Gene
23636,23636,"NUP62",Gene
C0542127,C0542127,"Oversedation",Side Effect
105370368,105370368,"LOC105370368",Gene
C1800706,C1800706,"Idiopathic pulmonary fibrosis",Side Effect
84071,84071,"ARMC2",Gene
GO:0052803,GO:0052803,"imidazole-containing compound metabolic process",Biological Process
10116,10116,"FEM1B",Gene
399697,399697,"CTXN2",Gene
GO:0071727,GO:0071727,"cellular response to triacyl bacterial lipopeptide",Biological Process
GO:0005642,GO:0005642,"annulate lamellae",Cellular Component
GO:0001555,GO:0001555,"oocyte growth",Biological Process
8575,8575,"PRKRA",Gene
820,820,"CAMP",Gene
C0423701,C0423701,"Urinary tract pain",Side Effect
C0027022,C0027022,"Myeloproliferative disorder",Side Effect
GO:2000481,GO:2000481,"positive regulation of cAMP-dependent protein kinase activity",Biological Process
91408,91408,"BTF3L4",Gene
83693,83693,"HSDL1",Gene
GO:0002042,GO:0002042,"cell migration involved in sprouting angiogenesis",Biological Process
56729,56729,"RETN",Gene
GO:1903897,GO:1903897,"regulation of PERK-mediated unfolded protein response",Biological Process
PC7_7048,PC7_7048,"S6K1 signalling",Pathway
51068,51068,"NMD3",Gene
N0000191264,N0000191264,"P-Glycoprotein Inducers",Pharmacologic Class
GO:0021885,GO:0021885,"forebrain cell migration",Biological Process
GO:0043988,GO:0043988,"histone H3-S28 phosphorylation",Biological Process
389903,389903,"CSAG3",Gene
92270,92270,"ATP6AP1L",Gene
84539,84539,"MCHR2",Gene
6422,6422,"SFRP1",Gene
DB00320,DB00320,"Dihydroergotamine",Compound
GO:0071869,GO:0071869,"response to catecholamine",Biological Process
26166,26166,"RGS22",Gene
PC7_1696,PC7_1696,"Arf6 downstream pathway",Pathway
PC7_4115,PC7_4115,"Generation of second messenger molecules",Pathway
79648,79648,"MCPH1",Gene
GO:0038189,GO:0038189,"neuropilin signaling pathway",Biological Process
1160,1160,"CKMT2",Gene
GO:0052596,GO:0052596,"phenethylamine:oxygen oxidoreductase (deaminating) activity",Molecular Function
54778,54778,"RNF111",Gene
PC7_3319,PC7_3319,"Double-Strand Break Repair",Pathway
3683,3683,"ITGAL",Gene
GO:0060061,GO:0060061,"Spemann organizer formation",Biological Process
84752,84752,"B3GNT9",Gene
GO:0060700,GO:0060700,"regulation of ribonuclease activity",Biological Process
57181,57181,"SLC39A10",Gene
C0549310,C0549310,"Vaginal mycosis",Side Effect
GO:0051385,GO:0051385,"response to mineralocorticoid",Biological Process
GO:0098862,GO:0098862,"cluster of actin-based cell projections",Cellular Component
117608,117608,"ZNF354B",Gene
C1739422,C1739422,"Opioid naive",Side Effect
GO:0002034,GO:0002034,"regulation of blood vessel size by renin-angiotensin",Biological Process
55600,55600,"ITLN1",Gene
163351,163351,"GBP6",Gene
4982,4982,"TNFRSF11B",Gene
WP179_r70629,WP179_r70629,"Cell Cycle",Pathway
84991,84991,"RBM17",Gene
C0553668,C0553668,"Labored breathing",Side Effect
GO:0030852,GO:0030852,"regulation of granulocyte differentiation",Biological Process
7401,7401,"CLRN1",Gene
PC7_7463,PC7_7463,"Signaling by NGF",Pathway
100287290,100287290,"LOC100287290",Gene
9463,9463,"PICK1",Gene
1612,1612,"DAPK1",Gene
129049,129049,"SGSM1",Gene
GO:0016684,GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",Molecular Function
27328,27328,"PCDH11X",Gene
39,39,"ACAT2",Gene
GO:1990597,GO:1990597,"AIP1-IRE1 complex",Cellular Component
GO:1902230,GO:1902230,"negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage",Biological Process
219749,219749,"ZNF25",Gene
PC7_4211,PC7_4211,"Glucose transport",Pathway
GO:0060323,GO:0060323,"head morphogenesis",Biological Process
C0549335,C0549335,"Bone pain aggravated",Side Effect
GO:0055094,GO:0055094,"response to lipoprotein particle",Biological Process
4184,4184,"SMCP",Gene
GO:0051892,GO:0051892,"negative regulation of cardioblast differentiation",Biological Process
3820,3820,"KLRB1",Gene
GO:0032423,GO:0032423,"regulation of mismatch repair",Biological Process
90627,90627,"STARD13",Gene
56052,56052,"ALG1",Gene
5322,5322,"PLA2G5",Gene
UBERON:0000178,UBERON:0000178,"blood",Anatomy
22818,22818,"COPZ1",Gene
51514,51514,"DTL",Gene
GO:0061630,GO:0061630,"ubiquitin protein ligase activity",Molecular Function
6144,6144,"RPL21",Gene
7348,7348,"UPK1B",Gene
GO:0009450,GO:0009450,"gamma-aminobutyric acid catabolic process",Biological Process
GO:2000144,GO:2000144,"positive regulation of DNA-templated transcription, initiation",Biological Process
GO:0014735,GO:0014735,"regulation of muscle atrophy",Biological Process
100532731,100532731,"COMMD3-BMI1",Gene
GO:0034340,GO:0034340,"response to type I interferon",Biological Process
DB01160,DB01160,"Dinoprost Tromethamine",Compound
C1274594,C1274594,"Lichenoid keratosis",Side Effect
GO:2000489,GO:2000489,"regulation of hepatic stellate cell activation",Biological Process
C0041948,C0041948,"Uremia",Side Effect
C0853028,C0853028,"Blood pH decreased",Side Effect
C3203358,C3203358,"Hypoventilation",Side Effect
29103,29103,"DNAJC15",Gene
5774,5774,"PTPN3",Gene
138715,138715,"ARID3C",Gene
GO:0005332,GO:0005332,"gamma-aminobutyric acid:sodium symporter activity",Molecular Function
PC7_6191,PC7_6191,"PLK3 signaling events",Pathway
N0000184145,N0000184145,"Chloride Channel Activation Potentiators",Pharmacologic Class
GO:0098647,GO:0098647,"collagen beaded filament",Cellular Component
127550,127550,"A3GALT2",Gene
C0542165,C0542165,"Pseudoparkinsonism",Side Effect
338599,338599,"DUPD1",Gene
GO:2000670,GO:2000670,"positive regulation of dendritic cell apoptotic process",Biological Process
C0856148,C0856148,"Porphyria aggravated",Side Effect
25829,25829,"TMEM184B",Gene
DB00660,DB00660,"Metaxalone",Compound
C0037320,C0037320,"Sleep terror",Side Effect
GO:0021522,GO:0021522,"spinal cord motor neuron differentiation",Biological Process
GO:0021697,GO:0021697,"cerebellar cortex formation",Biological Process
C0748052,C0748052,"Erythrodermic psoriasis",Side Effect
GO:0019541,GO:0019541,"propionate metabolic process",Biological Process
8674,8674,"VAMP4",Gene
